53.094547,163.7139,88.25027,162.09459
154.79233,210.37149,178.05943,478.1307
350.42902,296.6597,357.4477,331.0187
358.75528,331.493,339.84872,362.167
422.90497,478.29953,414.8454,410.42072
62.886692,304.2153,63.68224,296.80066
338.0358,360.53262,319.59048,378.34808
468.14664,429.93256,483.12408,429.35114
66.15549,290.8175,53.922333,165.66925
484.30948,428.56754,481.53476,420.31897
415.50967,313.66385,466.13348,324.49927
416.64,410.50345,473.29636,422.3022
160.7037,373.17264,149.34387,373.8617
88.4974,125.527084,93.64038,210.74478
515.50574,195.37497,523.5583,191.53319
464.4572,213.1653,460.766,220.69412
477.2641,183.1823,481.12708,156.94893
395.7139,272.04187,350.8048,295.96255
482.41437,419.9976,488.79056,401.67166
521.9701,197.46236,533.3446,199.09451
416.6551,241.7574,415.51212,231.7452
483.7706,158.09904,482.53595,186.8497
415.54333,408.10394,413.22253,279.3282
28.690514,235.04108,8.3962145,61.84322
521.2648,231.16322,529.5108,233.97707
548.216,306.56247,533.3815,302.244
506.909,229.51001,514.8498,227.50977
319.06827,376.45175,302.80597,340.2073
168.3945,382.88602,160.0588,373.48547
518.5675,248.87077,505.62952,245.60707
49.339005,407.04425,42.07471,351.84872
33.20063,423.65167,4.7105255,292.509
551.8522,338.72516,565.7605,338.23724
32.015633,314.79333,63.858612,304.08887
471.30945,224.1832,467.37183,235.7935
465.83517,322.1,548.4501,339.03964
135.34859,254.47913,140.09357,267.0752
13.208574,0.24790494,134.9905,27.237938
66.89972,219.37729,62.5584,223.79637
531.7012,196.53122,539.18445,192.74803
92.52421,213.59344,70.88963,221.76677
21.080753,433.45047,32.49649,423.6434
131.15616,215.58003,134.4397,254.36952
119.83292,30.914433,4.102413,6.940892
568.48065,338.60715,579.2584,302.71463
489.2788,337.87323,464.1288,347.48053
445.31165,226.87044,445.18393,235.63678
416.3132,228.14067,417.53784,174.36163
532.91614,259.46567,533.6912,250.56544
533.2481,224.12949,513.2536,214.10489
540.2606,300.03296,549.07587,304.9151
33.74586,272.18634,19.963432,299.67007
26.753513,196.87741,27.00188,209.39728
61.03407,294.83795,41.668354,284.77258
491.43015,399.13672,497.50592,387.7934
539.3741,186.05112,515.62695,186.07819
465.11636,235.57951,466.23514,223.06778
381.64728,272.3985,393.31787,268.7403
66.07669,223.65047,72.86141,217.81836
470.7071,273.35593,469.18594,265.66238
25.263912,174.33562,26.153326,194.40698
528.1031,97.37277,540.63385,97.92421
